,Name,Start,Years Active,Year,Current_Citations,Age,Last_citations,Last2_citations,Last3_citations,Last4_citations,Last5_citations
28258,Jonathan L. Payne (SpEQbS4AAAAJ),2004,12,2011,277,7,228.0,201.0,158.0,173.0,60.0
28259,Jonathan L. Payne (SpEQbS4AAAAJ),2004,12,2012,382,8,277.0,228.0,201.0,158.0,173.0
28260,Jonathan L. Payne (SpEQbS4AAAAJ),2004,12,2013,410,9,382.0,277.0,228.0,201.0,158.0
28261,Jonathan L. Payne (SpEQbS4AAAAJ),2004,12,2014,472,10,410.0,382.0,277.0,228.0,201.0
28262,Jonathan L. Payne (SpEQbS4AAAAJ),2004,12,2015,598,11,472.0,410.0,382.0,277.0,228.0
28263,Jonathan L. Payne (SpEQbS4AAAAJ),2004,12,2016,438,12,598.0,472.0,410.0,382.0,277.0
28264,Martin Kay (kpMqWhcAAAAJ),1977,39,1977,43,0,,,,,
28265,Martin Kay (kpMqWhcAAAAJ),1977,39,1978,34,1,43.0,,,,
28266,Martin Kay (kpMqWhcAAAAJ),1977,39,1979,40,2,34.0,43.0,,,
28267,Martin Kay (kpMqWhcAAAAJ),1977,39,1980,33,3,40.0,34.0,43.0,,
28268,Martin Kay (kpMqWhcAAAAJ),1977,39,1981,42,4,33.0,40.0,34.0,43.0,
28269,Martin Kay (kpMqWhcAAAAJ),1977,39,1982,52,5,42.0,33.0,40.0,34.0,43.0
28270,Martin Kay (kpMqWhcAAAAJ),1977,39,1983,54,6,52.0,42.0,33.0,40.0,34.0
28271,Martin Kay (kpMqWhcAAAAJ),1977,39,1984,52,7,54.0,52.0,42.0,33.0,40.0
28272,Martin Kay (kpMqWhcAAAAJ),1977,39,1985,66,8,52.0,54.0,52.0,42.0,33.0
28273,Martin Kay (kpMqWhcAAAAJ),1977,39,1986,105,9,66.0,52.0,54.0,52.0,42.0
28274,Martin Kay (kpMqWhcAAAAJ),1977,39,1987,132,10,105.0,66.0,52.0,54.0,52.0
28275,Martin Kay (kpMqWhcAAAAJ),1977,39,1988,144,11,132.0,105.0,66.0,52.0,54.0
28276,Martin Kay (kpMqWhcAAAAJ),1977,39,1989,103,12,144.0,132.0,105.0,66.0,52.0
28277,Martin Kay (kpMqWhcAAAAJ),1977,39,1990,115,13,103.0,144.0,132.0,105.0,66.0
28278,Martin Kay (kpMqWhcAAAAJ),1977,39,1991,157,14,115.0,103.0,144.0,132.0,105.0
28279,Martin Kay (kpMqWhcAAAAJ),1977,39,1992,171,15,157.0,115.0,103.0,144.0,132.0
28280,Martin Kay (kpMqWhcAAAAJ),1977,39,1993,135,16,171.0,157.0,115.0,103.0,144.0
28281,Martin Kay (kpMqWhcAAAAJ),1977,39,1994,201,17,135.0,171.0,157.0,115.0,103.0
28282,Martin Kay (kpMqWhcAAAAJ),1977,39,1995,157,18,201.0,135.0,171.0,157.0,115.0
28283,Martin Kay (kpMqWhcAAAAJ),1977,39,1996,201,19,157.0,201.0,135.0,171.0,157.0
28284,Martin Kay (kpMqWhcAAAAJ),1977,39,1997,176,20,201.0,157.0,201.0,135.0,171.0
28285,Martin Kay (kpMqWhcAAAAJ),1977,39,1998,193,21,176.0,201.0,157.0,201.0,135.0
28286,Martin Kay (kpMqWhcAAAAJ),1977,39,1999,178,22,193.0,176.0,201.0,157.0,201.0
28287,Martin Kay (kpMqWhcAAAAJ),1977,39,2000,213,23,178.0,193.0,176.0,201.0,157.0
28288,Martin Kay (kpMqWhcAAAAJ),1977,39,2001,171,24,213.0,178.0,193.0,176.0,201.0
28289,Martin Kay (kpMqWhcAAAAJ),1977,39,2002,214,25,171.0,213.0,178.0,193.0,176.0
28290,Martin Kay (kpMqWhcAAAAJ),1977,39,2003,206,26,214.0,171.0,213.0,178.0,193.0
28291,Martin Kay (kpMqWhcAAAAJ),1977,39,2004,170,27,206.0,214.0,171.0,213.0,178.0
28292,Martin Kay (kpMqWhcAAAAJ),1977,39,2005,183,28,170.0,206.0,214.0,171.0,213.0
28293,Martin Kay (kpMqWhcAAAAJ),1977,39,2006,236,29,183.0,170.0,206.0,214.0,171.0
28294,Martin Kay (kpMqWhcAAAAJ),1977,39,2007,221,30,236.0,183.0,170.0,206.0,214.0
28295,Martin Kay (kpMqWhcAAAAJ),1977,39,2008,180,31,221.0,236.0,183.0,170.0,206.0
28296,Martin Kay (kpMqWhcAAAAJ),1977,39,2009,217,32,180.0,221.0,236.0,183.0,170.0
28297,Martin Kay (kpMqWhcAAAAJ),1977,39,2010,205,33,217.0,180.0,221.0,236.0,183.0
28298,Martin Kay (kpMqWhcAAAAJ),1977,39,2011,208,34,205.0,217.0,180.0,221.0,236.0
28299,Martin Kay (kpMqWhcAAAAJ),1977,39,2012,205,35,208.0,205.0,217.0,180.0,221.0
28300,Martin Kay (kpMqWhcAAAAJ),1977,39,2013,212,36,205.0,208.0,205.0,217.0,180.0
28301,Martin Kay (kpMqWhcAAAAJ),1977,39,2014,180,37,212.0,205.0,208.0,205.0,217.0
28302,Martin Kay (kpMqWhcAAAAJ),1977,39,2015,130,38,180.0,212.0,205.0,208.0,205.0
28303,Martin Kay (kpMqWhcAAAAJ),1977,39,2016,79,39,130.0,180.0,212.0,205.0,208.0
28304,Matthew Strom Borman (43OX9dcAAAAJ),2010,6,2010,1,0,,,,,
28305,Matthew Strom Borman (43OX9dcAAAAJ),2010,6,2011,10,1,1.0,,,,
28306,Matthew Strom Borman (43OX9dcAAAAJ),2010,6,2012,10,2,10.0,1.0,,,
28307,Matthew Strom Borman (43OX9dcAAAAJ),2010,6,2013,17,3,10.0,10.0,1.0,,
28308,Matthew Strom Borman (43OX9dcAAAAJ),2010,6,2014,33,4,17.0,10.0,10.0,1.0,
28309,Matthew Strom Borman (43OX9dcAAAAJ),2010,6,2015,60,5,33.0,17.0,10.0,10.0,1.0
28310,Matthew Strom Borman (43OX9dcAAAAJ),2010,6,2016,10,6,60.0,33.0,17.0,10.0,10.0
28311,jane mansbridge (9CYI9UgAAAAJ),1988,28,1988,32,0,,,,,
28312,jane mansbridge (9CYI9UgAAAAJ),1988,28,1989,48,1,32.0,,,,
28313,jane mansbridge (9CYI9UgAAAAJ),1988,28,1990,67,2,48.0,32.0,,,
28314,jane mansbridge (9CYI9UgAAAAJ),1988,28,1991,76,3,67.0,48.0,32.0,,
28315,jane mansbridge (9CYI9UgAAAAJ),1988,28,1992,73,4,76.0,67.0,48.0,32.0,
28316,jane mansbridge (9CYI9UgAAAAJ),1988,28,1993,123,5,73.0,76.0,67.0,48.0,32.0
28317,jane mansbridge (9CYI9UgAAAAJ),1988,28,1994,133,6,123.0,73.0,76.0,67.0,48.0
28318,jane mansbridge (9CYI9UgAAAAJ),1988,28,1995,137,7,133.0,123.0,73.0,76.0,67.0
28319,jane mansbridge (9CYI9UgAAAAJ),1988,28,1996,164,8,137.0,133.0,123.0,73.0,76.0
28320,jane mansbridge (9CYI9UgAAAAJ),1988,28,1997,187,9,164.0,137.0,133.0,123.0,73.0
28321,jane mansbridge (9CYI9UgAAAAJ),1988,28,1998,175,10,187.0,164.0,137.0,133.0,123.0
28322,jane mansbridge (9CYI9UgAAAAJ),1988,28,1999,220,11,175.0,187.0,164.0,137.0,133.0
28323,jane mansbridge (9CYI9UgAAAAJ),1988,28,2000,252,12,220.0,175.0,187.0,164.0,137.0
28324,jane mansbridge (9CYI9UgAAAAJ),1988,28,2001,260,13,252.0,220.0,175.0,187.0,164.0
28325,jane mansbridge (9CYI9UgAAAAJ),1988,28,2002,365,14,260.0,252.0,220.0,175.0,187.0
28326,jane mansbridge (9CYI9UgAAAAJ),1988,28,2003,365,15,365.0,260.0,252.0,220.0,175.0
28327,jane mansbridge (9CYI9UgAAAAJ),1988,28,2004,406,16,365.0,365.0,260.0,252.0,220.0
28328,jane mansbridge (9CYI9UgAAAAJ),1988,28,2005,467,17,406.0,365.0,365.0,260.0,252.0
28329,jane mansbridge (9CYI9UgAAAAJ),1988,28,2006,493,18,467.0,406.0,365.0,365.0,260.0
28330,jane mansbridge (9CYI9UgAAAAJ),1988,28,2007,558,19,493.0,467.0,406.0,365.0,365.0
28331,jane mansbridge (9CYI9UgAAAAJ),1988,28,2008,642,20,558.0,493.0,467.0,406.0,365.0
28332,jane mansbridge (9CYI9UgAAAAJ),1988,28,2009,718,21,642.0,558.0,493.0,467.0,406.0
28333,jane mansbridge (9CYI9UgAAAAJ),1988,28,2010,801,22,718.0,642.0,558.0,493.0,467.0
28334,jane mansbridge (9CYI9UgAAAAJ),1988,28,2011,803,23,801.0,718.0,642.0,558.0,493.0
28335,jane mansbridge (9CYI9UgAAAAJ),1988,28,2012,977,24,803.0,801.0,718.0,642.0,558.0
28336,jane mansbridge (9CYI9UgAAAAJ),1988,28,2013,1107,25,977.0,803.0,801.0,718.0,642.0
28337,jane mansbridge (9CYI9UgAAAAJ),1988,28,2014,1106,26,1107.0,977.0,803.0,801.0,718.0
28338,jane mansbridge (9CYI9UgAAAAJ),1988,28,2015,1109,27,1106.0,1107.0,977.0,803.0,801.0
28339,jane mansbridge (9CYI9UgAAAAJ),1988,28,2016,711,28,1109.0,1106.0,1107.0,977.0,803.0
28340,Chris Marianetti (ZZ-mOxkAAAAJ),2002,14,2002,15,0,,,,,
28341,Chris Marianetti (ZZ-mOxkAAAAJ),2002,14,2003,36,1,15.0,,,,
28342,Chris Marianetti (ZZ-mOxkAAAAJ),2002,14,2004,51,2,36.0,15.0,,,
28343,Chris Marianetti (ZZ-mOxkAAAAJ),2002,14,2005,87,3,51.0,36.0,15.0,,
28344,Chris Marianetti (ZZ-mOxkAAAAJ),2002,14,2006,135,4,87.0,51.0,36.0,15.0,
28345,Chris Marianetti (ZZ-mOxkAAAAJ),2002,14,2007,187,5,135.0,87.0,51.0,36.0,15.0
28346,Chris Marianetti (ZZ-mOxkAAAAJ),2002,14,2008,222,6,187.0,135.0,87.0,51.0,36.0
28347,Chris Marianetti (ZZ-mOxkAAAAJ),2002,14,2009,224,7,222.0,187.0,135.0,87.0,51.0
28348,Chris Marianetti (ZZ-mOxkAAAAJ),2002,14,2010,238,8,224.0,222.0,187.0,135.0,87.0
28349,Chris Marianetti (ZZ-mOxkAAAAJ),2002,14,2011,265,9,238.0,224.0,222.0,187.0,135.0
28350,Chris Marianetti (ZZ-mOxkAAAAJ),2002,14,2012,317,10,265.0,238.0,224.0,222.0,187.0
28351,Chris Marianetti (ZZ-mOxkAAAAJ),2002,14,2013,357,11,317.0,265.0,238.0,224.0,222.0
28352,Chris Marianetti (ZZ-mOxkAAAAJ),2002,14,2014,505,12,357.0,317.0,265.0,238.0,224.0
28353,Chris Marianetti (ZZ-mOxkAAAAJ),2002,14,2015,601,13,505.0,357.0,317.0,265.0,238.0
28354,Chris Marianetti (ZZ-mOxkAAAAJ),2002,14,2016,575,14,601.0,505.0,357.0,317.0,265.0
28355,Barclay Morrison III (3IY8BT4AAAAJ),1999,17,1999,7,0,,,,,
28356,Barclay Morrison III (3IY8BT4AAAAJ),1999,17,2000,11,1,7.0,,,,
28357,Barclay Morrison III (3IY8BT4AAAAJ),1999,17,2001,20,2,11.0,7.0,,,
28358,Barclay Morrison III (3IY8BT4AAAAJ),1999,17,2002,23,3,20.0,11.0,7.0,,
28359,Barclay Morrison III (3IY8BT4AAAAJ),1999,17,2003,31,4,23.0,20.0,11.0,7.0,
28360,Barclay Morrison III (3IY8BT4AAAAJ),1999,17,2004,37,5,31.0,23.0,20.0,11.0,7.0
28361,Barclay Morrison III (3IY8BT4AAAAJ),1999,17,2005,38,6,37.0,31.0,23.0,20.0,11.0
28362,Barclay Morrison III (3IY8BT4AAAAJ),1999,17,2006,63,7,38.0,37.0,31.0,23.0,20.0
28363,Barclay Morrison III (3IY8BT4AAAAJ),1999,17,2007,79,8,63.0,38.0,37.0,31.0,23.0
28364,Barclay Morrison III (3IY8BT4AAAAJ),1999,17,2008,81,9,79.0,63.0,38.0,37.0,31.0
28365,Barclay Morrison III (3IY8BT4AAAAJ),1999,17,2009,130,10,81.0,79.0,63.0,38.0,37.0
28366,Barclay Morrison III (3IY8BT4AAAAJ),1999,17,2010,204,11,130.0,81.0,79.0,63.0,38.0
28367,Barclay Morrison III (3IY8BT4AAAAJ),1999,17,2011,239,12,204.0,130.0,81.0,79.0,63.0
28368,Barclay Morrison III (3IY8BT4AAAAJ),1999,17,2012,331,13,239.0,204.0,130.0,81.0,79.0
28369,Barclay Morrison III (3IY8BT4AAAAJ),1999,17,2013,314,14,331.0,239.0,204.0,130.0,81.0
28370,Barclay Morrison III (3IY8BT4AAAAJ),1999,17,2014,465,15,314.0,331.0,239.0,204.0,130.0
28371,Barclay Morrison III (3IY8BT4AAAAJ),1999,17,2015,539,16,465.0,314.0,331.0,239.0,204.0
28372,Barclay Morrison III (3IY8BT4AAAAJ),1999,17,2016,507,17,539.0,465.0,314.0,331.0,239.0
28373,Aleksandr Obabko (ZSgEv9YAAAAJ),1998,18,1998,1,0,,,,,
28374,Aleksandr Obabko (ZSgEv9YAAAAJ),1998,18,2000,4,2,,1.0,,,
28375,Aleksandr Obabko (ZSgEv9YAAAAJ),1998,18,2001,2,3,4.0,,1.0,,
28376,Aleksandr Obabko (ZSgEv9YAAAAJ),1998,18,2002,3,4,2.0,4.0,,1.0,
28377,Aleksandr Obabko (ZSgEv9YAAAAJ),1998,18,2003,4,5,3.0,2.0,4.0,,1.0
28378,Aleksandr Obabko (ZSgEv9YAAAAJ),1998,18,2004,10,6,4.0,3.0,2.0,4.0,
28379,Aleksandr Obabko (ZSgEv9YAAAAJ),1998,18,2005,9,7,10.0,4.0,3.0,2.0,4.0
28380,Aleksandr Obabko (ZSgEv9YAAAAJ),1998,18,2006,6,8,9.0,10.0,4.0,3.0,2.0
28381,Aleksandr Obabko (ZSgEv9YAAAAJ),1998,18,2007,4,9,6.0,9.0,10.0,4.0,3.0
28382,Aleksandr Obabko (ZSgEv9YAAAAJ),1998,18,2008,2,10,4.0,6.0,9.0,10.0,4.0
28383,Aleksandr Obabko (ZSgEv9YAAAAJ),1998,18,2009,2,11,2.0,4.0,6.0,9.0,10.0
28384,Aleksandr Obabko (ZSgEv9YAAAAJ),1998,18,2010,9,12,2.0,2.0,4.0,6.0,9.0
28385,Aleksandr Obabko (ZSgEv9YAAAAJ),1998,18,2011,8,13,9.0,2.0,2.0,4.0,6.0
28386,Aleksandr Obabko (ZSgEv9YAAAAJ),1998,18,2012,8,14,8.0,9.0,2.0,2.0,4.0
28387,Aleksandr Obabko (ZSgEv9YAAAAJ),1998,18,2013,19,15,8.0,8.0,9.0,2.0,2.0
28388,Aleksandr Obabko (ZSgEv9YAAAAJ),1998,18,2014,27,16,19.0,8.0,8.0,9.0,2.0
28389,Aleksandr Obabko (ZSgEv9YAAAAJ),1998,18,2015,19,17,27.0,19.0,8.0,8.0,9.0
28390,Aleksandr Obabko (ZSgEv9YAAAAJ),1998,18,2016,18,18,19.0,27.0,19.0,8.0,8.0
28391,David Scharfstein (VBBjgXsAAAAJ),1990,26,1990,66,0,,,,,
28392,David Scharfstein (VBBjgXsAAAAJ),1990,26,1991,83,1,66.0,,,,
28393,David Scharfstein (VBBjgXsAAAAJ),1990,26,1992,151,2,83.0,66.0,,,
28394,David Scharfstein (VBBjgXsAAAAJ),1990,26,1993,183,3,151.0,83.0,66.0,,
28395,David Scharfstein (VBBjgXsAAAAJ),1990,26,1994,252,4,183.0,151.0,83.0,66.0,
28396,David Scharfstein (VBBjgXsAAAAJ),1990,26,1995,317,5,252.0,183.0,151.0,83.0,66.0
28397,David Scharfstein (VBBjgXsAAAAJ),1990,26,1996,309,6,317.0,252.0,183.0,151.0,83.0
28398,David Scharfstein (VBBjgXsAAAAJ),1990,26,1997,387,7,309.0,317.0,252.0,183.0,151.0
28399,David Scharfstein (VBBjgXsAAAAJ),1990,26,1998,425,8,387.0,309.0,317.0,252.0,183.0
28400,David Scharfstein (VBBjgXsAAAAJ),1990,26,1999,587,9,425.0,387.0,309.0,317.0,252.0
28401,David Scharfstein (VBBjgXsAAAAJ),1990,26,2000,695,10,587.0,425.0,387.0,309.0,317.0
28402,David Scharfstein (VBBjgXsAAAAJ),1990,26,2001,715,11,695.0,587.0,425.0,387.0,309.0
28403,David Scharfstein (VBBjgXsAAAAJ),1990,26,2002,855,12,715.0,695.0,587.0,425.0,387.0
28404,David Scharfstein (VBBjgXsAAAAJ),1990,26,2003,1066,13,855.0,715.0,695.0,587.0,425.0
28405,David Scharfstein (VBBjgXsAAAAJ),1990,26,2004,1049,14,1066.0,855.0,715.0,695.0,587.0
28406,David Scharfstein (VBBjgXsAAAAJ),1990,26,2005,1228,15,1049.0,1066.0,855.0,715.0,695.0
28407,David Scharfstein (VBBjgXsAAAAJ),1990,26,2006,1289,16,1228.0,1049.0,1066.0,855.0,715.0
28408,David Scharfstein (VBBjgXsAAAAJ),1990,26,2007,1343,17,1289.0,1228.0,1049.0,1066.0,855.0
28409,David Scharfstein (VBBjgXsAAAAJ),1990,26,2008,1424,18,1343.0,1289.0,1228.0,1049.0,1066.0
28410,David Scharfstein (VBBjgXsAAAAJ),1990,26,2009,1607,19,1424.0,1343.0,1289.0,1228.0,1049.0
28411,David Scharfstein (VBBjgXsAAAAJ),1990,26,2010,1569,20,1607.0,1424.0,1343.0,1289.0,1228.0
28412,David Scharfstein (VBBjgXsAAAAJ),1990,26,2011,1765,21,1569.0,1607.0,1424.0,1343.0,1289.0
28413,David Scharfstein (VBBjgXsAAAAJ),1990,26,2012,1909,22,1765.0,1569.0,1607.0,1424.0,1343.0
28414,David Scharfstein (VBBjgXsAAAAJ),1990,26,2013,2148,23,1909.0,1765.0,1569.0,1607.0,1424.0
28415,David Scharfstein (VBBjgXsAAAAJ),1990,26,2014,2072,24,2148.0,1909.0,1765.0,1569.0,1607.0
28416,David Scharfstein (VBBjgXsAAAAJ),1990,26,2015,1935,25,2072.0,2148.0,1909.0,1765.0,1569.0
28417,David Scharfstein (VBBjgXsAAAAJ),1990,26,2016,1082,26,1935.0,2072.0,2148.0,1909.0,1765.0
28418,Manu Prakash (dHSIiisAAAAJ),2006,10,2006,4,0,,,,,
28419,Manu Prakash (dHSIiisAAAAJ),2006,10,2007,28,1,4.0,,,,
28420,Manu Prakash (dHSIiisAAAAJ),2006,10,2008,53,2,28.0,4.0,,,
28421,Manu Prakash (dHSIiisAAAAJ),2006,10,2009,65,3,53.0,28.0,4.0,,
28422,Manu Prakash (dHSIiisAAAAJ),2006,10,2010,98,4,65.0,53.0,28.0,4.0,
28423,Manu Prakash (dHSIiisAAAAJ),2006,10,2011,102,5,98.0,65.0,53.0,28.0,4.0
28424,Manu Prakash (dHSIiisAAAAJ),2006,10,2012,150,6,102.0,98.0,65.0,53.0,28.0
28425,Manu Prakash (dHSIiisAAAAJ),2006,10,2013,154,7,150.0,102.0,98.0,65.0,53.0
28426,Manu Prakash (dHSIiisAAAAJ),2006,10,2014,173,8,154.0,150.0,102.0,98.0,65.0
28427,Manu Prakash (dHSIiisAAAAJ),2006,10,2015,218,9,173.0,154.0,150.0,102.0,98.0
28428,Manu Prakash (dHSIiisAAAAJ),2006,10,2016,225,10,218.0,173.0,154.0,150.0,102.0
28429,Lawrence J White (viUGWM8AAAAJ),1977,39,1977,36,0,,,,,
28430,Lawrence J White (viUGWM8AAAAJ),1977,39,1978,40,1,36.0,,,,
28431,Lawrence J White (viUGWM8AAAAJ),1977,39,1979,49,2,40.0,36.0,,,
28432,Lawrence J White (viUGWM8AAAAJ),1977,39,1980,41,3,49.0,40.0,36.0,,
28433,Lawrence J White (viUGWM8AAAAJ),1977,39,1981,61,4,41.0,49.0,40.0,36.0,
28434,Lawrence J White (viUGWM8AAAAJ),1977,39,1982,58,5,61.0,41.0,49.0,40.0,36.0
28435,Lawrence J White (viUGWM8AAAAJ),1977,39,1983,69,6,58.0,61.0,41.0,49.0,40.0
28436,Lawrence J White (viUGWM8AAAAJ),1977,39,1984,66,7,69.0,58.0,61.0,41.0,49.0
28437,Lawrence J White (viUGWM8AAAAJ),1977,39,1985,67,8,66.0,69.0,58.0,61.0,41.0
28438,Lawrence J White (viUGWM8AAAAJ),1977,39,1986,97,9,67.0,66.0,69.0,58.0,61.0
28439,Lawrence J White (viUGWM8AAAAJ),1977,39,1987,93,10,97.0,67.0,66.0,69.0,58.0
28440,Lawrence J White (viUGWM8AAAAJ),1977,39,1988,83,11,93.0,97.0,67.0,66.0,69.0
28441,Lawrence J White (viUGWM8AAAAJ),1977,39,1989,127,12,83.0,93.0,97.0,67.0,66.0
28442,Lawrence J White (viUGWM8AAAAJ),1977,39,1990,118,13,127.0,83.0,93.0,97.0,67.0
28443,Lawrence J White (viUGWM8AAAAJ),1977,39,1991,126,14,118.0,127.0,83.0,93.0,97.0
28444,Lawrence J White (viUGWM8AAAAJ),1977,39,1992,154,15,126.0,118.0,127.0,83.0,93.0
28445,Lawrence J White (viUGWM8AAAAJ),1977,39,1993,152,16,154.0,126.0,118.0,127.0,83.0
28446,Lawrence J White (viUGWM8AAAAJ),1977,39,1994,147,17,152.0,154.0,126.0,118.0,127.0
28447,Lawrence J White (viUGWM8AAAAJ),1977,39,1995,192,18,147.0,152.0,154.0,126.0,118.0
28448,Lawrence J White (viUGWM8AAAAJ),1977,39,1996,189,19,192.0,147.0,152.0,154.0,126.0
28449,Lawrence J White (viUGWM8AAAAJ),1977,39,1997,193,20,189.0,192.0,147.0,152.0,154.0
28450,Lawrence J White (viUGWM8AAAAJ),1977,39,1998,183,21,193.0,189.0,192.0,147.0,152.0
28451,Lawrence J White (viUGWM8AAAAJ),1977,39,1999,258,22,183.0,193.0,189.0,192.0,147.0
28452,Lawrence J White (viUGWM8AAAAJ),1977,39,2000,251,23,258.0,183.0,193.0,189.0,192.0
28453,Lawrence J White (viUGWM8AAAAJ),1977,39,2001,319,24,251.0,258.0,183.0,193.0,189.0
28454,Lawrence J White (viUGWM8AAAAJ),1977,39,2002,344,25,319.0,251.0,258.0,183.0,193.0
28455,Lawrence J White (viUGWM8AAAAJ),1977,39,2003,405,26,344.0,319.0,251.0,258.0,183.0
28456,Lawrence J White (viUGWM8AAAAJ),1977,39,2004,470,27,405.0,344.0,319.0,251.0,258.0
28457,Lawrence J White (viUGWM8AAAAJ),1977,39,2005,433,28,470.0,405.0,344.0,319.0,251.0
28458,Lawrence J White (viUGWM8AAAAJ),1977,39,2006,485,29,433.0,470.0,405.0,344.0,319.0
28459,Lawrence J White (viUGWM8AAAAJ),1977,39,2007,592,30,485.0,433.0,470.0,405.0,344.0
28460,Lawrence J White (viUGWM8AAAAJ),1977,39,2008,574,31,592.0,485.0,433.0,470.0,405.0
28461,Lawrence J White (viUGWM8AAAAJ),1977,39,2009,607,32,574.0,592.0,485.0,433.0,470.0
28462,Lawrence J White (viUGWM8AAAAJ),1977,39,2010,581,33,607.0,574.0,592.0,485.0,433.0
28463,Lawrence J White (viUGWM8AAAAJ),1977,39,2011,616,34,581.0,607.0,574.0,592.0,485.0
28464,Lawrence J White (viUGWM8AAAAJ),1977,39,2012,752,35,616.0,581.0,607.0,574.0,592.0
28465,Lawrence J White (viUGWM8AAAAJ),1977,39,2013,694,36,752.0,616.0,581.0,607.0,574.0
28466,Lawrence J White (viUGWM8AAAAJ),1977,39,2014,688,37,694.0,752.0,616.0,581.0,607.0
28467,Lawrence J White (viUGWM8AAAAJ),1977,39,2015,647,38,688.0,694.0,752.0,616.0,581.0
28468,Lawrence J White (viUGWM8AAAAJ),1977,39,2016,359,39,647.0,688.0,694.0,752.0,616.0
28469,Magued Iskander (iuuh4EMAAAAJ),1999,17,1999,4,0,,,,,
28470,Magued Iskander (iuuh4EMAAAAJ),1999,17,2000,7,1,4.0,,,,
28471,Magued Iskander (iuuh4EMAAAAJ),1999,17,2001,9,2,7.0,4.0,,,
28472,Magued Iskander (iuuh4EMAAAAJ),1999,17,2002,29,3,9.0,7.0,4.0,,
28473,Magued Iskander (iuuh4EMAAAAJ),1999,17,2003,31,4,29.0,9.0,7.0,4.0,
28474,Magued Iskander (iuuh4EMAAAAJ),1999,17,2004,19,5,31.0,29.0,9.0,7.0,4.0
28475,Magued Iskander (iuuh4EMAAAAJ),1999,17,2005,40,6,19.0,31.0,29.0,9.0,7.0
28476,Magued Iskander (iuuh4EMAAAAJ),1999,17,2006,33,7,40.0,19.0,31.0,29.0,9.0
28477,Magued Iskander (iuuh4EMAAAAJ),1999,17,2007,28,8,33.0,40.0,19.0,31.0,29.0
28478,Magued Iskander (iuuh4EMAAAAJ),1999,17,2008,30,9,28.0,33.0,40.0,19.0,31.0
28479,Magued Iskander (iuuh4EMAAAAJ),1999,17,2009,29,10,30.0,28.0,33.0,40.0,19.0
28480,Magued Iskander (iuuh4EMAAAAJ),1999,17,2010,102,11,29.0,30.0,28.0,33.0,40.0
28481,Magued Iskander (iuuh4EMAAAAJ),1999,17,2011,113,12,102.0,29.0,30.0,28.0,33.0
28482,Magued Iskander (iuuh4EMAAAAJ),1999,17,2012,116,13,113.0,102.0,29.0,30.0,28.0
28483,Magued Iskander (iuuh4EMAAAAJ),1999,17,2013,134,14,116.0,113.0,102.0,29.0,30.0
28484,Magued Iskander (iuuh4EMAAAAJ),1999,17,2014,218,15,134.0,116.0,113.0,102.0,29.0
28485,Magued Iskander (iuuh4EMAAAAJ),1999,17,2015,324,16,218.0,134.0,116.0,113.0,102.0
28486,Magued Iskander (iuuh4EMAAAAJ),1999,17,2016,163,17,324.0,218.0,134.0,116.0,113.0
28487,gillian gallagher (pFHGH8oAAAAJ),2007,9,2007,2,0,,,,,
28488,gillian gallagher (pFHGH8oAAAAJ),2007,9,2008,6,1,2.0,,,,
28489,gillian gallagher (pFHGH8oAAAAJ),2007,9,2009,6,2,6.0,2.0,,,
28490,gillian gallagher (pFHGH8oAAAAJ),2007,9,2010,13,3,6.0,6.0,2.0,,
28491,gillian gallagher (pFHGH8oAAAAJ),2007,9,2011,17,4,13.0,6.0,6.0,2.0,
28492,gillian gallagher (pFHGH8oAAAAJ),2007,9,2012,19,5,17.0,13.0,6.0,6.0,2.0
28493,gillian gallagher (pFHGH8oAAAAJ),2007,9,2013,31,6,19.0,17.0,13.0,6.0,6.0
28494,gillian gallagher (pFHGH8oAAAAJ),2007,9,2014,38,7,31.0,19.0,17.0,13.0,6.0
28495,gillian gallagher (pFHGH8oAAAAJ),2007,9,2015,27,8,38.0,31.0,19.0,17.0,13.0
28496,gillian gallagher (pFHGH8oAAAAJ),2007,9,2016,10,9,27.0,38.0,31.0,19.0,17.0
28497,Sepideh Modrek (aHs9Ra4AAAAJ),2007,9,2007,6,0,,,,,
28498,Sepideh Modrek (aHs9Ra4AAAAJ),2007,9,2008,14,1,6.0,,,,
28499,Sepideh Modrek (aHs9Ra4AAAAJ),2007,9,2009,16,2,14.0,6.0,,,
28500,Sepideh Modrek (aHs9Ra4AAAAJ),2007,9,2010,19,3,16.0,14.0,6.0,,
28501,Sepideh Modrek (aHs9Ra4AAAAJ),2007,9,2011,11,4,19.0,16.0,14.0,6.0,
28502,Sepideh Modrek (aHs9Ra4AAAAJ),2007,9,2012,37,5,11.0,19.0,16.0,14.0,6.0
28503,Sepideh Modrek (aHs9Ra4AAAAJ),2007,9,2013,29,6,37.0,11.0,19.0,16.0,14.0
28504,Sepideh Modrek (aHs9Ra4AAAAJ),2007,9,2014,66,7,29.0,37.0,11.0,19.0,16.0
28505,Sepideh Modrek (aHs9Ra4AAAAJ),2007,9,2015,106,8,66.0,29.0,37.0,11.0,19.0
28506,Sepideh Modrek (aHs9Ra4AAAAJ),2007,9,2016,105,9,106.0,66.0,29.0,37.0,11.0
28507,Ramin Dubey (6SqXJQIAAAAJ),2009,7,2009,5,0,,,,,
28508,Ramin Dubey (6SqXJQIAAAAJ),2009,7,2010,15,1,5.0,,,,
